"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","ENG","Name_en","X","ID"
"4021",3,18,1,1,1,5,"US",3,1,4,1,1,1,1,1,3,1,3,5,1,4,5,5,5,5,1,5,5,5,3,5,5,5,5,5,5,3,3,3,5,5,1,1,5,3,5,3,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",4021,"4021"
"4022",3,18,1,1,1,5,"US",3,1,5,1,1,1,1,1,3,1,1,5,1,1,5,3,3,3,1,1,3,5,3,5,3,1,3,3,5,3,3,3,3,3,1,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",4022,"4022"
"4023",3,16,1,2,1,1,"AU",2,3,2,3,2,5,2,2,2,1,2,4,2,2,3,3,2,3,3,2,4,5,3,4,4,3,4,3,4,3,1,3,5,4,1,4,3,3,1,3,4,4,4,5,3,4,3,4,5,4,"ENG","Australia",4023,"4023"
"4024",6,18,1,1,1,1,"US",1,1,2,1,2,1,1,1,4,1,4,4,4,5,4,4,5,5,4,5,2,2,4,2,2,2,2,2,2,3,4,4,5,5,5,5,5,4,4,4,4,3,4,3,4,4,4,4,4,3,"ENG","United States of America",4024,"4024"
"4025",3,32,1,1,1,5,"US",2,2,2,3,2,4,1,2,4,1,4,4,3,3,4,4,3,4,3,4,2,4,3,4,2,2,2,2,3,4,5,5,4,5,4,5,5,4,3,4,5,5,4,5,5,5,5,4,5,4,"ENG","United States of America",4025,"4025"
"4026",3,18,1,1,1,5,"US",4,4,3,2,4,5,5,2,3,3,5,5,5,4,5,3,4,4,2,5,4,2,4,5,2,2,3,4,4,4,1,1,2,2,1,1,4,2,2,2,5,4,1,3,5,1,5,4,1,3,"ENG","United States of America",4026,"4026"
"4027",6,15,1,1,2,5,"AU",2,3,3,2,4,2,3,2,2,2,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,2,3,4,4,2,2,4,3,3,4,4,4,3,5,4,2,4,4,3,3,"ENG","Australia",4027,"4027"
"4028",3,18,1,1,3,1,"AU",3,5,4,4,5,4,4,2,4,4,3,4,3,3,3,4,3,4,4,4,5,5,4,4,4,3,4,5,4,3,3,3,3,4,1,4,4,3,3,3,4,4,5,4,4,4,4,4,4,4,"ENG","Australia",4028,"4028"
"4029",3,17,1,1,1,5,"AU",4,4,4,4,4,4,4,3,4,3,3,4,2,4,3,4,4,5,3,4,4,4,3,4,4,2,3,3,4,3,3,3,4,2,2,3,3,3,3,5,4,4,2,4,4,3,4,4,3,4,"ENG","Australia",4029,"4029"
"4030",3,20,1,1,1,2,"US",4,4,4,4,4,5,4,4,5,4,2,4,3,2,5,3,3,4,3,3,3,5,5,5,4,4,5,4,5,5,4,1,5,4,2,1,4,5,2,4,5,4,4,5,4,4,5,4,5,3,"ENG","United States of America",4030,"4030"
"4031",3,38,1,2,1,5,"GB",4,4,2,4,1,4,2,4,4,1,3,4,3,4,3,4,4,4,1,5,3,2,2,2,3,2,3,5,2,1,4,5,3,4,5,5,5,4,5,3,4,5,4,4,3,4,5,3,4,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4031,"4031"
"4032",3,22,1,1,1,1,"US",3,3,3,3,3,4,3,2,4,3,4,4,4,4,5,5,4,5,1,5,2,3,2,2,4,2,3,4,3,4,2,2,5,4,2,3,4,4,3,5,4,5,4,5,4,4,5,4,5,5,"ENG","United States of America",4032,"4032"
"4033",3,45,1,2,1,1,"GB",1,4,4,1,5,2,5,1,1,1,1,3,1,2,3,5,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,5,2,1,3,3,2,4,4,1,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4033,"4033"
"4034",1,17,1,2,3,1,"NZ",1,5,1,1,4,5,1,5,1,1,2,5,3,3,3,2,2,2,2,3,5,5,2,4,4,5,4,4,5,5,4,5,1,1,1,1,3,2,2,4,3,2,5,3,5,5,5,3,2,5,"ENG","New Zealand",4034,"4034"
"4035",1,23,1,1,1,1,"US",2,4,3,3,3,4,2,3,3,2,3,4,2,2,3,3,4,4,2,2,4,4,4,4,5,3,4,4,4,4,2,3,4,3,2,2,4,3,3,2,4,3,4,4,3,4,4,2,3,3,"ENG","United States of America",4035,"4035"
"4036",3,15,1,1,1,5,"US",2,2,2,2,1,1,5,1,2,3,4,5,3,1,4,5,3,3,5,1,5,4,5,5,5,5,5,3,5,4,1,2,4,2,1,1,1,3,1,1,3,5,2,4,3,2,5,4,2,2,"ENG","United States of America",4036,"4036"
"4037",3,24,1,1,1,1,"US",4,2,1,1,3,2,3,1,2,1,3,5,1,3,5,4,1,3,1,4,2,1,1,1,1,4,1,1,1,1,4,3,5,2,4,4,5,3,5,5,5,5,5,4,5,5,5,5,5,5,"ENG","United States of America",4037,"4037"
"4038",3,38,1,2,1,5,"GB",2,2,3,2,2,2,2,2,2,2,1,2,1,1,3,1,3,3,2,2,5,5,5,5,5,4,5,4,5,2,3,3,4,4,2,4,4,4,3,3,4,5,3,5,4,3,4,3,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4038,"4038"
"4039",11,28,1,2,1,1,"NZ",2,2,3,2,3,2,3,2,2,2,4,4,4,3,4,4,3,3,4,4,4,3,4,4,2,2,3,4,4,3,4,2,3,4,2,2,3,5,4,3,4,3,4,3,3,4,4,4,4,4,"ENG","New Zealand",4039,"4039"
"4040",5,15,1,2,1,1,"AU",3,4,3,3,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,5,4,4,5,4,3,5,5,3,2,2,4,2,1,2,3,3,4,3,4,3,5,3,3,5,4,3,2,3,"ENG","Australia",4040,"4040"
"4041",1,21,2,1,1,5,"GB",3,2,4,3,3,3,2,1,2,2,4,4,2,4,5,5,4,4,4,1,4,5,4,2,1,4,2,4,2,2,2,4,4,2,2,2,3,4,4,3,4,5,5,4,4,5,4,4,4,4,"ENG","United Kingdom of Great Britain and Northern Ireland",4041,"4041"
"4042",3,19,1,2,1,1,"US",1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,5,3,2,2,1,2,1,4,1,1,1,1,2,2,3,5,3,4,4,3,3,5,5,5,4,"ENG","United States of America",4042,"4042"
"4043",3,30,2,2,1,2,"GB",1,3,3,2,3,3,1,2,3,2,4,4,3,2,3,4,3,3,4,3,5,3,5,4,4,4,5,3,3,3,4,4,3,4,4,3,4,2,1,5,2,5,4,5,4,4,5,2,5,4,"ENG","United Kingdom of Great Britain and Northern Ireland",4043,"4043"
"4044",3,47,1,2,1,1,"US",3,4,5,4,5,4,5,3,3,4,3,3,2,2,4,2,2,2,2,2,5,5,3,5,5,5,5,4,5,4,4,2,4,3,3,4,4,5,4,4,5,5,4,5,3,5,5,5,5,5,"ENG","United States of America",4044,"4044"
"4045",3,32,1,1,1,2,"AU",4,3,3,4,3,3,4,3,3,2,3,4,3,2,1,3,1,1,2,3,4,3,3,5,4,4,3,4,4,3,3,4,3,3,1,2,4,3,2,2,3,2,5,5,4,5,3,4,5,5,"ENG","Australia",4045,"4045"
"4046",3,37,1,2,1,1,"US",3,4,2,4,3,4,4,4,2,2,4,4,2,2,4,2,3,3,3,3,5,4,5,5,4,5,4,5,4,3,3,5,3,5,3,3,5,4,3,3,1,3,5,3,3,5,4,1,4,4,"ENG","United States of America",4046,"4046"
"4047",3,53,1,1,1,2,"GB",1,3,1,1,1,3,1,1,1,1,2,2,1,1,2,2,4,4,4,1,4,2,4,4,4,5,4,3,3,2,2,4,2,2,1,4,5,4,3,4,2,2,2,4,1,4,2,2,4,2,"ENG","United Kingdom of Great Britain and Northern Ireland",4047,"4047"
"4048",11,42,1,2,1,2,"US",2,5,4,2,4,4,3,2,2,2,1,1,1,4,2,1,4,3,1,5,5,5,3,5,4,5,4,5,4,1,4,4,5,2,2,5,5,5,4,5,5,5,5,5,5,4,5,2,5,5,"ENG","United States of America",4048,"4048"
"4049",3,20,2,2,1,2,"CA",3,4,4,4,4,4,3,2,3,3,4,4,5,4,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,5,3,3,3,5,4,3,4,4,4,4,4,5,4,4,4,4,"ENG","Canada",4049,"4049"
"4050",3,53,1,1,1,1,"AU",1,3,1,1,2,3,1,1,1,1,2,2,1,1,1,1,4,3,2,1,3,4,1,2,2,4,2,2,3,2,2,3,4,1,1,3,4,5,2,4,3,3,5,3,4,4,3,3,4,4,"ENG","Australia",4050,"4050"
"4051",1,26,2,2,1,1,"GB",2,2,3,2,2,3,2,3,3,1,2,4,1,3,3,1,2,3,3,3,4,4,4,4,4,5,4,5,4,5,5,5,4,5,5,5,3,4,5,5,1,2,3,3,4,3,4,1,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4051,"4051"
"4052",3,18,1,2,1,5,"US",4,5,4,5,5,5,1,4,5,4,3,5,4,2,4,4,2,2,4,3,5,5,4,5,4,3,5,4,5,3,4,4,4,4,3,2,4,3,3,3,5,2,4,5,4,4,4,5,5,5,"ENG","United States of America",4052,"4052"
"4053",6,17,1,2,1,1,"US",3,3,4,2,3,3,3,2,2,2,2,4,2,2,2,3,3,4,3,3,5,4,5,5,5,4,4,4,4,3,3,3,3,2,3,2,2,2,2,2,3,3,3,2,3,4,4,2,2,3,"ENG","United States of America",4053,"4053"
"4054",3,28,1,2,1,1,"GB",4,4,4,4,4,4,4,4,4,4,2,3,2,3,4,3,2,3,2,3,4,3,3,3,4,3,4,3,3,3,4,4,5,4,3,4,5,4,4,4,4,4,5,4,4,5,4,4,4,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4054,"4054"
"4055",1,18,1,2,1,5,"US",3,5,5,3,5,5,3,2,2,4,2,3,1,3,3,3,4,4,4,5,2,5,4,5,5,4,5,4,4,5,5,4,4,4,3,5,5,3,3,4,4,3,4,3,4,5,4,4,3,5,"ENG","United States of America",4055,"4055"
"4056",3,39,1,1,1,1,"US",4,4,3,3,5,4,4,3,3,4,3,2,1,2,2,3,2,2,2,3,5,4,4,3,3,5,4,4,5,4,5,4,5,4,3,4,3,5,4,5,4,5,5,3,5,5,5,4,4,5,"ENG","United States of America",4056,"4056"
"4057",1,49,1,2,1,2,"US",2,4,2,2,4,5,4,1,2,4,3,3,3,2,4,4,4,4,4,3,4,3,5,3,3,3,3,3,3,4,4,4,4,5,2,4,3,5,3,4,4,5,5,5,4,5,4,3,5,5,"ENG","United States of America",4057,"4057"
"4058",3,39,1,2,1,5,"CA",2,4,3,4,5,5,2,4,4,3,2,2,1,3,2,2,2,4,2,3,5,5,4,4,5,5,5,4,4,3,4,2,4,3,2,3,4,4,4,5,4,4,4,5,5,5,5,4,4,5,"ENG","Canada",4058,"4058"
"4059",1,19,1,1,1,5,"US",5,4,5,5,5,5,5,3,5,5,4,5,3,3,5,5,5,5,5,4,5,5,2,5,4,2,5,4,4,5,3,5,5,5,1,4,3,2,3,2,5,5,4,5,4,5,5,4,5,4,"ENG","United States of America",4059,"4059"
"4060",3,19,2,2,1,2,"CA",1,4,4,2,4,3,2,2,2,2,2,5,2,3,4,4,3,4,2,4,5,4,4,4,5,4,4,4,4,4,2,4,4,3,1,4,4,2,2,4,2,3,2,3,2,3,4,2,4,2,"ENG","Canada",4060,"4060"
"4061",13,43,1,2,1,1,"US",2,2,2,2,4,4,2,2,2,2,4,3,2,3,3,3,4,3,4,3,1,5,5,5,5,5,5,5,5,5,4,1,4,4,4,5,5,5,4,5,4,3,3,3,4,3,4,4,3,4,"ENG","United States of America",4061,"4061"
"4062",3,30,1,2,3,2,"GB",4,4,3,3,4,3,4,3,2,3,3,3,2,2,1,3,3,3,4,3,5,4,3,4,4,4,4,3,4,3,3,1,4,3,1,2,3,3,3,4,5,5,5,5,4,5,4,5,3,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4062,"4062"
"4063",3,27,1,2,1,1,"AU",4,3,4,4,4,3,4,2,2,3,3,5,3,5,5,4,5,5,4,5,5,5,4,4,4,3,5,2,4,4,4,3,4,4,2,2,4,4,3,4,4,4,5,3,4,5,5,4,4,3,"ENG","Australia",4063,"4063"
"4064",3,29,2,2,1,1,"US",3,3,3,3,4,4,3,3,3,3,2,3,2,3,3,2,2,2,3,2,5,5,5,4,5,4,4,5,5,4,5,5,4,4,4,5,5,5,4,5,4,3,4,3,3,3,4,4,4,3,"ENG","United States of America",4064,"4064"
"4065",3,29,1,2,1,1,"US",3,3,4,3,5,4,2,2,3,3,3,4,4,5,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,2,4,5,3,5,5,4,2,4,4,"ENG","United States of America",4065,"4065"
"4066",6,62,1,2,1,1,"US",4,5,4,3,5,5,4,4,5,5,2,1,2,2,5,5,2,2,4,2,1,5,3,5,5,5,5,5,5,5,3,1,4,2,4,2,4,5,1,5,5,5,4,5,5,5,5,4,5,5,"ENG","United States of America",4066,"4066"
"4067",13,26,1,1,3,5,"US",5,1,5,3,3,1,4,3,5,1,3,5,3,5,5,5,1,1,3,5,1,4,5,3,3,1,3,3,5,5,5,5,5,5,2,5,3,5,5,5,3,3,1,3,4,5,4,1,3,5,"ENG","United States of America",4067,"4067"
"4068",13,18,2,2,1,5,"US",1,1,1,1,1,1,5,1,5,1,5,5,5,3,5,5,1,1,3,3,5,5,5,5,5,5,5,3,5,5,3,5,1,1,1,5,1,5,3,5,2,5,5,5,1,5,5,3,5,5,"ENG","United States of America",4068,"4068"
"4069",1,30,2,1,1,1,"US",4,3,5,2,5,2,4,2,4,4,4,2,2,1,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,2,5,4,5,5,4,5,5,4,4,5,5,5,5,5,5,1,4,5,"ENG","United States of America",4069,"4069"
"4070",3,15,1,2,1,1,"US",3,4,4,4,4,4,3,4,5,2,2,3,2,1,2,2,2,2,2,2,5,5,4,5,5,5,5,4,5,5,2,2,3,3,1,1,2,2,4,3,2,3,5,5,3,5,2,2,1,4,"ENG","United States of America",4070,"4070"
"4071",11,23,1,2,1,2,"US",1,5,4,3,1,2,2,4,4,2,2,2,2,2,5,2,1,2,2,2,4,2,1,4,1,4,2,4,4,1,5,1,4,5,1,5,4,4,4,4,4,3,4,1,4,5,2,4,4,4,"ENG","United States of America",4071,"4071"
"4072",3,21,1,2,1,1,"US",2,5,3,3,5,5,4,2,2,4,2,3,2,4,4,4,4,4,2,4,4,1,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,4,2,4,4,4,4,4,4,"ENG","United States of America",4072,"4072"
"4073",13,40,2,1,1,5,"US",3,2,4,3,3,5,3,1,3,3,5,3,3,3,5,5,3,3,5,3,5,5,5,4,3,3,3,3,5,3,5,5,3,5,3,5,5,3,5,5,3,3,3,5,3,5,5,3,3,3,"ENG","United States of America",4073,"4073"
"4074",3,14,1,2,2,1,"US",1,1,1,1,1,1,1,1,1,1,1,5,1,2,4,5,4,3,2,2,4,2,5,2,1,2,2,4,4,1,4,1,4,2,4,2,4,4,1,5,3,3,4,5,1,3,1,2,5,4,"ENG","United States of America",4074,"4074"
"4075",1,52,1,1,1,2,"US",2,1,2,2,2,4,2,2,3,2,2,2,1,1,2,2,2,2,3,1,5,4,3,5,5,4,5,4,3,5,2,1,5,1,1,4,5,4,3,5,5,1,5,5,5,5,4,5,4,5,"ENG","United States of America",4075,"4075"
"4076",3,50,1,2,1,1,"CA",2,4,5,4,5,5,2,4,5,2,4,3,4,2,3,3,3,4,1,4,4,5,2,2,5,5,5,5,5,3,3,5,3,5,5,5,4,4,3,2,5,3,5,3,5,4,5,3,3,3,"ENG","Canada",4076,"4076"
"4077",3,24,2,1,1,1,"CA",1,5,1,1,1,5,5,5,5,1,5,5,5,1,1,1,1,5,5,5,3,5,4,3,1,1,5,1,5,5,5,5,1,5,5,1,1,5,3,5,5,5,5,5,5,5,5,1,1,5,"ENG","Canada",4077,"4077"
"4078",3,26,1,1,1,5,"US",2,3,4,4,4,4,3,2,3,2,2,2,2,2,4,4,4,4,4,2,4,4,5,3,3,2,4,5,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,"ENG","United States of America",4078,"4078"
"4079",3,18,1,1,1,2,"US",4,5,5,5,5,5,4,3,5,3,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,1,4,5,1,2,3,3,1,4,4,4,5,5,4,5,5,4,5,5,"ENG","United States of America",4079,"4079"
"4080",3,17,1,2,1,5,"US",4,1,3,3,1,3,2,2,2,1,2,4,3,2,5,2,3,4,2,3,5,5,3,5,3,4,4,4,5,2,2,3,4,2,2,4,5,2,3,3,4,4,4,4,3,5,5,4,4,3,"ENG","United States of America",4080,"4080"
"4081",4,22,2,2,1,1,"CA",1,3,3,1,5,3,1,5,5,1,5,1,1,3,1,1,1,1,5,3,1,5,5,5,5,3,3,5,5,3,3,1,5,1,3,3,3,3,1,3,1,1,5,3,3,1,3,1,1,3,"ENG","Canada",4081,"4081"
"4082",8,20,1,1,1,1,"US",1,2,3,1,2,2,1,1,4,1,4,5,1,4,5,5,2,4,2,5,2,5,5,2,2,1,2,2,1,5,4,1,5,5,2,4,5,5,2,4,4,5,5,4,4,5,5,4,5,4,"ENG","United States of America",4082,"4082"
"4083",5,45,1,1,1,1,"CA",3,5,4,4,4,5,4,4,4,4,3,3,3,3,2,4,4,4,3,4,3,4,3,4,3,3,4,3,3,4,2,2,4,3,1,1,3,3,3,4,5,5,3,5,3,4,4,4,4,4,"ENG","Canada",4083,"4083"
"4084",1,26,1,1,1,1,"GB",4,4,5,3,5,4,5,3,5,4,4,4,2,4,2,2,4,5,2,4,4,4,5,4,4,5,5,5,5,5,2,2,5,4,3,5,5,3,4,5,4,4,4,3,4,5,4,4,5,4,"ENG","United Kingdom of Great Britain and Northern Ireland",4084,"4084"
"4085",13,20,1,2,1,1,"US",3,1,3,3,2,2,1,2,1,1,2,5,2,3,2,3,3,3,5,5,5,2,5,4,5,3,5,5,3,4,5,5,5,5,5,5,5,3,2,3,3,3,5,5,5,5,5,2,1,5,"ENG","United States of America",4085,"4085"
"4086",13,24,1,2,1,2,"US",2,2,3,2,3,3,1,1,1,1,3,4,3,4,3,3,2,3,3,5,4,3,5,4,3,5,3,5,4,4,5,4,5,4,2,4,4,3,3,3,3,4,4,3,4,4,4,3,3,3,"ENG","United States of America",4086,"4086"
"4087",3,65,1,2,1,2,"US",4,5,5,5,5,5,5,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,5,3,4,5,5,5,5,5,5,4,4,4,5,"ENG","United States of America",4087,"4087"
"4088",1,15,1,2,3,2,"US",4,3,4,3,4,5,4,4,5,3,4,1,1,5,2,4,2,1,4,3,2,2,3,2,4,5,4,5,2,5,2,2,2,2,1,5,4,3,2,5,4,5,5,5,4,5,5,4,5,4,"ENG","United States of America",4088,"4088"
"4089",3,53,1,2,1,1,"GB",3,3,4,3,3,4,1,2,3,2,4,3,2,3,4,3,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,5,3,4,5,5,4,5,4,5,5,4,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4089,"4089"
"4090",3,27,1,1,1,2,"US",2,4,2,2,4,4,1,1,1,1,2,2,2,1,4,4,3,4,2,2,5,4,4,4,4,4,4,2,4,2,3,4,4,4,3,5,4,5,4,4,5,5,5,5,3,5,5,5,5,3,"ENG","United States of America",4090,"4090"
"4091",1,16,2,2,1,1,"GB",2,2,4,3,3,1,2,2,3,1,2,2,1,2,1,2,3,2,2,3,5,4,5,4,5,5,5,4,4,4,4,4,4,5,4,5,5,3,5,5,2,3,4,3,3,5,4,2,4,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4091,"4091"
"4092",3,32,1,2,1,5,"US",2,4,4,3,4,4,3,4,3,4,2,3,2,3,5,3,3,5,4,4,2,4,5,4,4,4,5,3,4,4,5,3,4,5,4,3,5,5,4,5,4,5,5,5,5,5,4,4,5,5,"ENG","United States of America",4092,"4092"
"4093",3,45,1,2,1,1,"US",3,3,3,2,3,3,1,1,1,1,3,3,2,4,4,3,2,3,3,2,5,4,5,4,5,4,4,4,4,4,3,2,5,4,1,2,5,4,4,3,4,4,4,5,4,5,4,4,5,5,"ENG","United States of America",4093,"4093"
"4094",13,17,1,1,1,5,"US",1,1,1,1,2,4,1,2,1,1,2,2,1,1,3,2,2,3,2,1,5,5,5,4,5,4,5,4,5,1,3,4,5,3,1,2,4,2,1,4,4,4,4,3,3,5,4,3,5,5,"ENG","United States of America",4094,"4094"
"4095",9,20,2,2,1,2,"NZ",2,5,5,5,5,5,5,5,5,2,2,4,2,2,1,3,3,2,3,3,3,5,5,5,5,5,5,4,5,5,3,3,3,2,3,2,4,3,4,5,2,4,4,5,4,4,4,2,3,5,"ENG","New Zealand",4095,"4095"
"4096",3,21,1,2,1,5,"US",3,4,5,3,2,3,5,3,5,5,1,3,2,4,1,1,4,5,1,5,5,5,4,5,4,5,5,5,5,4,1,1,2,1,1,1,2,1,2,5,2,3,5,3,3,5,2,1,4,3,"ENG","United States of America",4096,"4096"
"4097",3,15,1,2,1,1,"GB",1,1,1,1,1,5,1,1,1,1,1,5,1,4,4,5,1,2,1,1,1,1,5,1,1,5,1,1,5,4,1,5,5,5,2,3,1,3,1,1,4,5,5,3,5,5,5,1,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",4097,"4097"
"4098",3,56,0,1,1,1,"US",2,3,2,3,3,3,3,3,1,3,2,2,2,1,1,2,4,3,1,2,4,3,3,2,2,3,3,3,2,3,1,3,2,2,2,1,1,3,1,3,3,2,5,5,3,5,4,3,5,3,"ENG","United States of America",4098,"4098"
"4099",3,59,1,1,1,1,"US",1,1,3,1,2,3,1,1,3,1,3,5,2,5,3,5,4,5,4,5,5,4,5,4,4,5,4,4,4,2,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,3,4,4,"ENG","United States of America",4099,"4099"
"4100",3,16,1,2,1,2,"US",1,4,4,2,3,4,1,1,2,1,1,4,1,3,2,1,1,2,2,3,5,4,5,5,4,5,5,4,4,3,4,3,4,3,1,2,5,4,4,4,3,2,5,2,3,5,3,2,4,4,"ENG","United States of America",4100,"4100"
"4101",0,40,1,2,1,1,"US",4,5,4,4,5,3,5,2,1,5,1,2,1,4,1,2,2,2,3,2,5,5,5,4,4,4,4,4,5,4,1,2,4,2,1,2,3,3,3,2,2,3,4,3,3,3,3,2,3,3,"ENG","United States of America",4101,"4101"
"4102",11,17,1,2,1,1,"US",5,3,4,2,4,2,5,2,4,2,1,5,1,3,2,1,2,2,1,2,4,4,2,4,4,4,5,2,4,3,3,1,5,2,1,1,3,4,2,4,4,4,5,4,5,5,4,4,4,5,"ENG","United States of America",4102,"4102"
"4103",3,18,1,1,1,5,"AU",3,3,4,3,4,3,3,2,3,3,4,3,3,3,4,4,4,5,3,3,1,4,2,3,4,4,3,3,3,3,4,4,5,3,3,5,5,3,4,3,4,4,5,3,5,5,4,4,4,5,"ENG","Australia",4103,"4103"
"4104",1,22,1,2,1,5,"US",3,3,2,3,3,5,3,2,1,1,5,1,3,1,5,3,3,3,3,2,5,3,3,1,5,4,5,5,1,5,3,3,5,3,3,2,3,5,3,3,3,5,5,5,3,5,3,4,3,5,"ENG","United States of America",4104,"4104"
"4105",6,23,1,2,3,5,"US",3,5,4,3,4,5,5,3,5,3,1,2,2,1,1,1,1,1,1,1,3,5,4,5,5,5,5,5,5,5,2,2,5,3,3,2,3,5,4,3,3,3,5,3,4,5,5,3,5,5,"ENG","United States of America",4105,"4105"
"4106",3,31,0,2,1,5,"US",3,3,4,2,4,3,3,1,4,2,3,4,1,2,1,3,2,3,2,4,4,4,5,4,3,4,4,4,4,4,3,2,4,3,1,1,4,4,3,4,4,3,4,3,4,2,3,4,5,5,"ENG","United States of America",4106,"4106"
"4107",3,18,1,2,1,1,"US",2,1,2,1,3,4,1,1,2,1,3,4,2,4,5,4,4,4,4,4,3,4,3,3,1,3,2,3,3,3,4,2,4,2,4,3,3,4,4,3,4,4,5,4,5,4,4,3,4,5,"ENG","United States of America",4107,"4107"
"4108",3,23,1,2,1,5,"US",2,4,2,2,3,3,2,4,2,2,2,2,2,2,4,4,3,4,2,2,4,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,2,3,4,4,4,4,4,2,4,5,"ENG","United States of America",4108,"4108"
"4109",3,17,1,1,1,5,"GB",3,5,4,3,4,2,5,3,4,3,4,4,1,4,4,4,4,5,4,5,5,5,2,5,5,5,5,5,5,4,3,3,4,3,2,3,3,3,3,4,5,5,5,5,4,5,4,5,4,5,"ENG","United Kingdom of Great Britain and Northern Ireland",4109,"4109"
"4110",3,17,1,2,2,2,"AU",4,4,4,3,4,4,4,1,2,3,1,3,1,4,4,1,1,2,2,3,5,4,5,3,5,4,5,3,4,4,4,3,4,3,3,4,5,4,5,5,3,4,3,4,3,3,4,3,5,3,"ENG","Australia",4110,"4110"
"4111",3,22,1,1,1,1,"GB",3,4,4,3,4,4,4,2,3,3,2,2,1,1,3,1,1,2,2,2,5,5,4,5,5,4,5,5,5,4,2,3,5,3,3,4,3,4,4,3,5,5,5,3,3,5,4,5,5,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4111,"4111"
"4112",1,37,1,1,1,5,"GB",3,3,5,3,3,4,4,3,4,3,5,5,5,5,5,3,2,5,5,5,5,4,5,4,5,3,5,5,4,5,4,3,5,5,4,2,2,3,4,4,4,5,5,5,5,5,5,4,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",4112,"4112"
"4113",3,25,1,2,1,2,"US",3,5,4,4,4,5,4,4,4,3,4,3,3,3,5,5,5,5,4,3,5,5,4,4,5,5,5,5,4,3,3,2,5,3,2,4,4,4,3,4,5,5,5,5,4,5,4,5,5,5,"ENG","United States of America",4113,"4113"
"4114",3,20,1,2,1,5,"US",2,4,3,3,4,4,3,4,4,2,2,3,2,1,4,4,2,3,2,3,3,4,3,2,4,3,4,4,3,3,3,3,3,3,3,4,3,4,2,3,4,4,3,4,3,4,3,3,4,3,"ENG","United States of America",4114,"4114"
"4115",3,22,1,2,2,1,"AU",1,5,4,4,5,5,4,1,2,4,3,3,2,3,4,3,4,3,3,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,4,5,5,5,3,4,5,4,4,5,"ENG","Australia",4115,"4115"
"4116",3,50,1,2,2,1,"GB",2,3,3,3,4,3,3,2,3,2,2,2,2,2,2,2,3,3,3,2,4,4,5,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,4,2,2,4,4,4,3,"ENG","United Kingdom of Great Britain and Northern Ireland",4116,"4116"
"4117",3,16,1,2,1,5,"AU",4,5,4,4,5,5,4,4,5,5,1,3,1,3,3,3,2,3,2,3,5,5,4,5,4,5,5,5,4,4,3,2,4,3,1,2,3,3,4,4,4,4,5,5,4,5,4,5,5,4,"ENG","Australia",4117,"4117"
"4118",13,30,2,1,1,1,"GB",1,1,2,2,2,2,1,1,2,1,4,5,3,3,2,4,4,4,4,3,4,2,3,4,4,3,3,3,2,3,3,4,4,4,3,4,4,3,2,4,1,3,2,4,3,3,3,2,4,2,"ENG","United Kingdom of Great Britain and Northern Ireland",4118,"4118"
